env_GANTRY_VERSION,env_GITHUB_REPO,env_GIT_REF,env_LEARNING_RATE,env_METHOD,env_MODEL,env_PIP_REQUIREMENTS_FILE,env_PYTHON_VERSION,env_RANK,env_SEED,env_TASK,env_WANDB_MODE,experiment_id,experiment_name,metrics_epoch,metrics_eval_accuracy,metrics_eval_loss,metrics_eval_macro-f1,metrics_eval_micro-f1,metrics_eval_runtime,metrics_eval_samples,metrics_eval_samples_per_second,metrics_eval_steps_per_second,task_canceled,task_id,task_name
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,1351,2,piqa,,01HA7WV1VN3VR8K8175WFYCDC8,,,,,,,,,,,2023-09-13 19:48:32.444108 +0000 UTC,01HA7WV1VQRGCT1TTYF0JCDXTN,piqa-gpt2-lora_1351-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,1351,2,piqa,,01HA7WV1VN3VR8K8175WFYCDC8,,,,,,,,,,,2023-09-13 23:11:37.500541 +0000 UTC,01HA7WV1VQRGCT1TTYF0JCDXTN,piqa-gpt2-lora_1351-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,1351,2,piqa,,01HA7WV1VN3VR8K8175WFYCDC8,,9.31,0.5097932535364527,0.6945799589157104,0.4206422257463346,0.5097932535364527,56.7637,1838,32.38,4.052,,01HA7WV1VQRGCT1TTYF0JCDXTN,piqa-gpt2-lora_1351-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,2026,2,piqa,,01HA7WV4TXS8Z7H3M78Z8GAW26,,9.31,0.5076169749727966,0.6930208206176758,0.49548668054384887,0.5076169749727966,60.6315,1838,30.314,3.793,,01HA7WV4TZ4B8J386EYH301K41,piqa-gpt2-lora_2026-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,2026,2,piqa,,01HA7WV4TXS8Z7H3M78Z8GAW26,,,,,,,,,,,2023-09-13 20:11:38.779363 +0000 UTC,01HA7WV4TZ4B8J386EYH301K41,piqa-gpt2-lora_2026-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,2701,2,piqa,,01HA7WV7VYDNY7WGBVHEAT7YNM,,9.31,0.5125136017410229,0.6930464506149292,0.42239531307871026,0.5125136017410229,65.1778,1838,28.2,3.529,,01HA7WV7W057MNW7AKBNEBMYDA,piqa-gpt2-lora_2701-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-5,full_finetuning,gpt2,requirements.txt,3.9,-1,3,piqa,,01HA7WVAR27W6V1MZZ38Z1SS05,,9.31,0.5103373231773667,1.098395824432373,0.5066919553392499,0.5103373231773667,44.8484,1838,40.983,5.128,,01HA7WVAR5PGY9J6SFMS0RJ5ZD,piqa-gpt2-full_finetuning-lr_5e-5-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,1,3,piqa,,01HA7WVDX3WS0TG4CPJP8PSZG5,,9.31,0.515778019586507,0.6935263872146606,0.5156311996257277,0.515778019586507,45.7413,1838,40.183,5.028,,01HA7WVDX5XJ3H9TZ9T6CAJE63,piqa-gpt2-lora_1-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,2,3,piqa,,01HA7WVGNPTCPXRG863MCNTJA8,,,,,,,,,,,2023-09-13 20:13:11.513169 +0000 UTC,01HA7WVGNR2MZPK9NJ743N1TFK,piqa-gpt2-lora_2-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,2,3,piqa,,01HA7WVGNPTCPXRG863MCNTJA8,,9.31,0.5081610446137106,0.6952054500579834,0.5045922547666781,0.5081610446137106,45.5541,1838,40.348,5.049,,01HA7WVGNR2MZPK9NJ743N1TFK,piqa-gpt2-lora_2-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,4,3,piqa,,01HA7WVKMX1GYJ4B53CGSTWDWR,,,,,,,,,,,,01HA7WVKMZXP8NQTKYYXEPXW0D,piqa-gpt2-lora_4-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,4,3,piqa,,01HA7WVKMX1GYJ4B53CGSTWDWR,,,,,,,,,,,2023-09-14 18:56:18.817084 +0000 UTC,01HA7WVKMZXP8NQTKYYXEPXW0D,piqa-gpt2-lora_4-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,4,3,piqa,,01HA7WVKMX1GYJ4B53CGSTWDWR,,9.31,0.5048966267682263,0.6930904984474182,0.3374524850384319,0.5048966267682263,65.1668,1838,28.205,3.529,,01HA7WVKMZXP8NQTKYYXEPXW0D,piqa-gpt2-lora_4-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,8,3,piqa,,01HA7WVPM2TEC1Y94E5132J4XV,,,,,,,,,,,2023-09-13 22:14:52.673308 +0000 UTC,01HA7WVPM4PACQRMTT94BT8KSW,piqa-gpt2-lora_8-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,8,3,piqa,,01HA7WVPM2TEC1Y94E5132J4XV,,,,,,,,,,,2023-09-14 00:09:25.11904 +0000 UTC,01HA7WVPM4PACQRMTT94BT8KSW,piqa-gpt2-lora_8-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,8,3,piqa,,01HA7WVPM2TEC1Y94E5132J4XV,,9.31,0.5070729053318824,0.6930915117263794,0.37849506671025934,0.5070729053318824,46.1396,1838,39.836,4.985,,01HA7WVPM4PACQRMTT94BT8KSW,piqa-gpt2-lora_8-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,16,3,piqa,,01HA7WVSK6ZS3BBCDH26Y5HZAC,,,,,,,,,,,2023-09-13 22:14:52.670605 +0000 UTC,01HA7WVSK88XZH9VTDX0Y1SPFX,piqa-gpt2-lora_16-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,16,3,piqa,,01HA7WVSK6ZS3BBCDH26Y5HZAC,,,,,,,,,,,2023-09-14 00:09:37.764168 +0000 UTC,01HA7WVSK88XZH9VTDX0Y1SPFX,piqa-gpt2-lora_16-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,16,3,piqa,,01HA7WVSK6ZS3BBCDH26Y5HZAC,,9.31,0.5097932535364527,0.6929978132247925,0.4868058518904852,0.5097932535364527,47.7457,1838,38.496,4.817,,01HA7WVSK88XZH9VTDX0Y1SPFX,piqa-gpt2-lora_16-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,32,3,piqa,,01HA7WVWGZ71XK138RCC6FAZ46,,,,,,,,,,,2023-09-13 23:12:05.982538 +0000 UTC,01HA7WVWH1F65QT17YEPGCVX3X,piqa-gpt2-lora_32-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,32,3,piqa,,01HA7WVWGZ71XK138RCC6FAZ46,,,,,,,,,,,2023-09-13 20:13:41.705564 +0000 UTC,01HA7WVWH1F65QT17YEPGCVX3X,piqa-gpt2-lora_32-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,32,3,piqa,,01HA7WVWGZ71XK138RCC6FAZ46,,9.31,0.5125136017410229,0.6931076049804688,0.37423795895351686,0.5125136017410229,45.6513,1838,40.262,5.038,,01HA7WVWH1F65QT17YEPGCVX3X,piqa-gpt2-lora_32-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,64,3,piqa,,01HA7WVZGH600JMPY1TWA66P7V,,,,,,,,,,,2023-09-13 23:12:34.248191 +0000 UTC,01HA7WVZGKCBHAE5413MXW52TP,piqa-gpt2-lora_64-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,64,3,piqa,,01HA7WVZGH600JMPY1TWA66P7V,,,,,,,,,,,2023-09-13 20:20:58.815198 +0000 UTC,01HA7WVZGKCBHAE5413MXW52TP,piqa-gpt2-lora_64-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,64,3,piqa,,01HA7WVZGH600JMPY1TWA66P7V,,9.31,0.514145810663765,0.6928955316543579,0.4925701855838259,0.514145810663765,46.051,1838,39.912,4.994,,01HA7WVZGKCBHAE5413MXW52TP,piqa-gpt2-lora_64-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,3376,3,piqa,,01HA7WW2G2AJJS59M21EYDSQR6,,,,,,,,,,,2023-09-13 20:16:37.319199 +0000 UTC,01HA7WW2G4Z4XFQ9KQGM744AK4,piqa-gpt2-lora_3376-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,3376,3,piqa,,01HA7WW2G2AJJS59M21EYDSQR6,,,,,,,,,,,2023-09-13 22:52:34.38863 +0000 UTC,01HA7WW2G4Z4XFQ9KQGM744AK4,piqa-gpt2-lora_3376-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,3376,3,piqa,,01HA7WW2G2AJJS59M21EYDSQR6,,,,,,,,,,,2023-09-14 01:04:16.828362 +0000 UTC,01HA7WW2G4Z4XFQ9KQGM744AK4,piqa-gpt2-lora_3376-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,3376,3,piqa,,01HA7WW2G2AJJS59M21EYDSQR6,,9.31,0.5065288356909684,0.6961613297462463,0.3549412369701935,0.5065288356909684,70.9439,1838,25.908,3.242,,01HA7WW2G4Z4XFQ9KQGM744AK4,piqa-gpt2-lora_3376-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,676,3,piqa,,01HA7WW5FAG5EYQ2TJ6W2NYKED,,,,,,,,,,,2023-09-13 20:21:27.669251 +0000 UTC,01HA7WW5FDF9ADANP2ADWV35KJ,piqa-gpt2-lora_676-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,676,3,piqa,,01HA7WW5FAG5EYQ2TJ6W2NYKED,,,,,,,,,,,2023-09-13 23:11:18.075771 +0000 UTC,01HA7WW5FDF9ADANP2ADWV35KJ,piqa-gpt2-lora_676-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,676,3,piqa,,01HA7WW5FAG5EYQ2TJ6W2NYKED,,9.31,0.5081610446137106,0.6931708455085754,0.42074878122245907,0.5081610446137106,49.931,1838,36.811,4.606,,01HA7WW5FDF9ADANP2ADWV35KJ,piqa-gpt2-lora_676-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,1351,3,piqa,,01HA7WW8KFDYP7BYHDYFFH0VDM,,,,,,,,,,,2023-09-13 23:08:25.893929 +0000 UTC,01HA7WW8KHP762DCFKBKWR618G,piqa-gpt2-lora_1351-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,1351,3,piqa,,01HA7WW8KFDYP7BYHDYFFH0VDM,,9.31,0.514689880304679,0.6929604411125183,0.5142061347366425,0.514689880304679,54.9055,1838,33.476,4.189,,01HA7WW8KHP762DCFKBKWR618G,piqa-gpt2-lora_1351-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,2026,3,piqa,,01HA7WWBDKQ76QKDG4B4SH31S1,,,,,,,,,,,2023-09-13 20:16:07.596977 +0000 UTC,01HA7WWBDNMC720YCNXKA94W96,piqa-gpt2-lora_2026-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,2026,3,piqa,,01HA7WWBDKQ76QKDG4B4SH31S1,,,,,,,,,,,2023-09-13 22:52:06.57058 +0000 UTC,01HA7WWBDNMC720YCNXKA94W96,piqa-gpt2-lora_2026-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,2026,3,piqa,,01HA7WWBDKQ76QKDG4B4SH31S1,,,,,,,,,,,2023-09-14 00:45:06.92082 +0000 UTC,01HA7WWBDNMC720YCNXKA94W96,piqa-gpt2-lora_2026-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,2026,3,piqa,,01HA7WWBDKQ76QKDG4B4SH31S1,,9.31,0.5054406964091404,0.6930506825447083,0.3386644183326308,0.5054406964091404,89.2702,1838,20.589,2.576,,01HA7WWBDNMC720YCNXKA94W96,piqa-gpt2-lora_2026-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,2701,3,piqa,,01HA7WWEBR6YW0BBFFGCD7PW47,,,,,,,,,,,2023-09-14 01:07:30.735233 +0000 UTC,01HA7WWEBTBRZGYTT6TA7YEZPT,piqa-gpt2-lora_2701-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,2701,3,piqa,,01HA7WWEBR6YW0BBFFGCD7PW47,,,,,,,,,,,2023-09-14 06:04:22.548977 +0000 UTC,01HA7WWEBTBRZGYTT6TA7YEZPT,piqa-gpt2-lora_2701-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,2701,3,piqa,,01HA7WWEBR6YW0BBFFGCD7PW47,,,,,,,,,,,2023-09-13 20:16:37.316628 +0000 UTC,01HA7WWEBTBRZGYTT6TA7YEZPT,piqa-gpt2-lora_2701-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,2701,3,piqa,,01HA7WWEBR6YW0BBFFGCD7PW47,,,,,,,,,,,2023-09-13 23:03:19.563754 +0000 UTC,01HA7WWEBTBRZGYTT6TA7YEZPT,piqa-gpt2-lora_2701-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,2701,3,piqa,,01HA7WWEBR6YW0BBFFGCD7PW47,,9.31,0.5059847660500544,0.6930902600288391,0.4318330684685642,0.5059847660500544,64.9516,1838,28.298,3.541,,01HA7WWEBTBRZGYTT6TA7YEZPT,piqa-gpt2-lora_2701-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,full_finetuning,google/t5-small-lm-adapt,requirements.txt,3.9,-1,1,piqa,,01HABPX0X4A1D82MZJ39YY3A3R,,9.31,0.5097932535364527,0.7266459465026855,0.5084241288160447,0.5097932535364527,19.7217,1838,93.197,11.662,,01HABPX0X6QPFN8FXDE1MF2E4B,piqa-google-t5-small-lm-adapt-full_finetuning-lr_1e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,google/t5-small-lm-adapt,requirements.txt,3.9,2,1,piqa,,01HABPX6ZMHVP8CVQ3BXJDNFNT,,9.31,0.5114254624591947,0.6924841403961182,0.5103029224150719,0.5114254624591947,21.9218,1838,83.843,10.492,,01HABPX6ZN98HJR9QT7EX73GMG,piqa-google-t5-small-lm-adapt-lora_2-lr_1e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,google/t5-small-lm-adapt,requirements.txt,3.9,1,1,piqa,,01HABPX8Z474M26SJ1RYVJMPYY,,9.31,0.5206746463547334,0.6924477815628052,0.5200368728612481,0.5206746463547334,21.5395,1838,85.332,10.678,,01HABPX8Z7V2V3CEHNP4YD71VM,piqa-google-t5-small-lm-adapt-lora_1-lr_1e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,google/t5-small-lm-adapt,requirements.txt,3.9,4,1,piqa,,01HABPXA0DJTRZKJBGNMX6Q7YZ,,9.31,0.5097932535364527,0.6929916739463806,0.507366574815646,0.5097932535364527,23.8727,1838,76.992,9.634,,01HABPXA0FSXHHHYZRN74ZPWSM,piqa-google-t5-small-lm-adapt-lora_4-lr_5e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,google/t5-small-lm-adapt,requirements.txt,3.9,64,1,piqa,,01HABPXNW0830YJDAWEA3JKPF6,,9.31,0.5114254624591947,0.6929259300231934,0.4093771157267651,0.5114254624591947,20.9247,1838,87.839,10.992,,01HABPXNW30JPX6JC120BBSMYH,piqa-google-t5-small-lm-adapt-lora_64-lr_5e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,google/t5-small-lm-adapt,requirements.txt,3.9,8,1,piqa,,01HABPXPGH4CYRZV9YTCXM3Z1Y,,,,,,,,,,,2023-09-15 08:47:47.879268 +0000 UTC,01HABPXPGKTE3RM86S5S65HKDK,piqa-google-t5-small-lm-adapt-lora_8-lr_5e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,google/t5-small-lm-adapt,requirements.txt,3.9,8,1,piqa,,01HABPXPGH4CYRZV9YTCXM3Z1Y,,9.31,0.5065288356909684,0.692925214767456,0.502220213000705,0.5065288356909684,21.7204,1838,84.621,10.589,,01HABPXPGKTE3RM86S5S65HKDK,piqa-google-t5-small-lm-adapt-lora_8-lr_5e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,google/t5-small-lm-adapt,requirements.txt,3.9,32,1,piqa,,01HABPXQPPAT57RGM3QJWTNKQ6,,,,,,,,,,,2023-09-15 08:47:48.760807 +0000 UTC,01HABPXQPRJF27HV3PWP6GC9TM,piqa-google-t5-small-lm-adapt-lora_32-lr_5e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,google/t5-small-lm-adapt,requirements.txt,3.9,32,1,piqa,,01HABPXQPPAT57RGM3QJWTNKQ6,,9.31,0.5059847660500544,0.6945784091949463,0.3839682258445547,0.5059847660500544,21.9263,1838,83.826,10.49,,01HABPXQPRJF27HV3PWP6GC9TM,piqa-google-t5-small-lm-adapt-lora_32-lr_5e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,google/t5-small-lm-adapt,requirements.txt,3.9,283,1,piqa,,01HABPXVV1Z91DNFQ581G44X3J,,,,,,,,,,,2023-09-15 08:47:49.448897 +0000 UTC,01HABPXVV38XM4CNB7GT5Z6842,piqa-google-t5-small-lm-adapt-lora_283-lr_5e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,google/t5-small-lm-adapt,requirements.txt,3.9,283,1,piqa,,01HABPXVV1Z91DNFQ581G44X3J,,9.31,0.5070729053318824,0.6928053498268127,0.49747595457442495,0.5070729053318824,19.2613,1838,95.425,11.941,,01HABPXVV38XM4CNB7GT5Z6842,piqa-google-t5-small-lm-adapt-lora_283-lr_5e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,google/t5-small-lm-adapt,requirements.txt,3.9,1414,1,piqa,,01HABPXXJBTQ5HYT31JB9QAJZR,,,,,,,,,,,2023-09-15 08:47:50.296669 +0000 UTC,01HABPXXJDXHBQQ6NQ01CDW2V2,piqa-google-t5-small-lm-adapt-lora_1414-lr_5e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,google/t5-small-lm-adapt,requirements.txt,3.9,1414,1,piqa,,01HABPXXJBTQ5HYT31JB9QAJZR,,9.31,0.514689880304679,0.6928983926773071,0.4791685992063138,0.514689880304679,27.5237,1838,66.779,8.356,,01HABPXXJDXHBQQ6NQ01CDW2V2,piqa-google-t5-small-lm-adapt-lora_1414-lr_5e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,google/t5-small-lm-adapt,requirements.txt,3.9,566,1,piqa,,01HABPXYKHES5RH9KRH9XR74MG,,,,,,,,,,,2023-09-15 08:48:54.680587 +0000 UTC,01HABPXYKK1YTX1QY01AQ5S8RB,piqa-google-t5-small-lm-adapt-lora_566-lr_5e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,google/t5-small-lm-adapt,requirements.txt,3.9,566,1,piqa,,01HABPXYKHES5RH9KRH9XR74MG,,9.31,0.5059847660500544,0.6938088536262512,0.3379382791276309,0.5059847660500544,20.2758,1838,90.65,11.344,,01HABPXYKK1YTX1QY01AQ5S8RB,piqa-google-t5-small-lm-adapt-lora_566-lr_5e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,google/t5-small-lm-adapt,requirements.txt,3.9,16,1,piqa,,01HABPXYMD21RRJM1KFDYS4XHV,,,,,,,,,,,2023-09-15 08:48:54.67829 +0000 UTC,01HABPXYMFAJ06J93PSH6VCSZG,piqa-google-t5-small-lm-adapt-lora_16-lr_1e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,google/t5-small-lm-adapt,requirements.txt,3.9,16,1,piqa,,01HABPXYMD21RRJM1KFDYS4XHV,,9.31,0.5125136017410229,0.6934674978256226,0.4457296715131933,0.5125136017410229,21.7546,1838,84.488,10.572,,01HABPXYMFAJ06J93PSH6VCSZG,piqa-google-t5-small-lm-adapt-lora_16-lr_1e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,google/t5-small-lm-adapt,requirements.txt,3.9,849,1,piqa,,01HABPY6EBBKSN2DQD797JB9RM,,,,,,,,,,,2023-09-15 08:48:54.675923 +0000 UTC,01HABPY6ED4WDW8C4YHN5283C2,piqa-google-t5-small-lm-adapt-lora_849-lr_1e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,google/t5-small-lm-adapt,requirements.txt,3.9,849,1,piqa,,01HABPY6EBBKSN2DQD797JB9RM,,9.31,0.5114254624591947,0.6936975717544556,0.48984842490480196,0.5114254624591947,21.657,1838,84.868,10.62,,01HABPY6ED4WDW8C4YHN5283C2,piqa-google-t5-small-lm-adapt-lora_849-lr_1e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,full_finetuning,google/t5-small-lm-adapt,requirements.txt,3.9,-1,2,piqa,,01HABPY7NT9469K1T5T2HFRCHZ,,,,,,,,,,,2023-09-15 08:48:54.673683 +0000 UTC,01HABPY7NWYE8J55Q7Y62WJVN1,piqa-google-t5-small-lm-adapt-full_finetuning-lr_1e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,full_finetuning,google/t5-small-lm-adapt,requirements.txt,3.9,-1,2,piqa,,01HABPY7NT9469K1T5T2HFRCHZ,,9.31,0.5097932535364527,0.7266459465026855,0.5084241288160447,0.5097932535364527,20.0445,1838,91.696,11.474,,01HABPY7NWYE8J55Q7Y62WJVN1,piqa-google-t5-small-lm-adapt-full_finetuning-lr_1e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,google/t5-small-lm-adapt,requirements.txt,3.9,1132,1,piqa,,01HABPY9D4N3R9B780YVMMY2MG,,,,,,,,,,,2023-09-15 08:48:54.671425 +0000 UTC,01HABPY9D66ZH1RG767D9NMHV1,piqa-google-t5-small-lm-adapt-lora_1132-lr_5e-4-seed_1
