env_GANTRY_VERSION,env_GITHUB_REPO,env_GIT_REF,env_LEARNING_RATE,env_METHOD,env_MODEL,env_PIP_REQUIREMENTS_FILE,env_PYTHON_VERSION,env_RANK,env_SEED,env_TASK,env_WANDB_MODE,experiment_id,experiment_name,metrics_epoch,metrics_eval_accuracy,metrics_eval_loss,metrics_eval_macro-f1,metrics_eval_micro-f1,metrics_eval_runtime,metrics_eval_samples,metrics_eval_samples_per_second,metrics_eval_steps_per_second,metrics_predict_accuracy,metrics_predict_loss,metrics_predict_macro-f1,metrics_predict_micro-f1,metrics_predict_runtime,metrics_predict_samples,metrics_predict_samples_per_second,metrics_predict_steps_per_second,task_canceled,task_id,task_name
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,2026,3,mnli,,01HA51G2Y0RDABFM3SQ5H93166,,,,,,,,,,,,,,,,,,,2023-09-13 06:08:07.988784 +0000 UTC,01HA51G2Y3RK4E71842T1CRS4J,mnli-gpt2-lora_2026-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,2026,3,mnli,,01HA51G2Y0RDABFM3SQ5H93166,,,,,,,,,,,,,,,,,,,2023-09-13 08:53:45.404826 +0000 UTC,01HA51G2Y3RK4E71842T1CRS4J,mnli-gpt2-lora_2026-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,2026,3,mnli,,01HA51G2Y0RDABFM3SQ5H93166,,0.38,0.7770759042282221,0.5670416355133057,0.7765121923777714,0.7770759042282221,327.8432,9815,29.938,3.743,0.7909886086248983,0.5370487570762634,0.7903471127315477,0.7909886086248983,327.9088,9832,29.984,3.748,,01HA51G2Y3RK4E71842T1CRS4J,mnli-gpt2-lora_2026-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,2701,3,mnli,,01HA51G5WCZJTX3RSPPHANFS04,,,,,,,,,,,,,,,,,,,2023-09-12 18:01:31.185248 +0000 UTC,01HA51G5WE84MK5Q59DZCYAGXH,mnli-gpt2-lora_2701-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,2701,3,mnli,,01HA51G5WCZJTX3RSPPHANFS04,,,,,,,,,,,,,,,,,,,2023-09-12 20:35:50.379057 +0000 UTC,01HA51G5WE84MK5Q59DZCYAGXH,mnli-gpt2-lora_2701-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,2701,3,mnli,,01HA51G5WCZJTX3RSPPHANFS04,,,,,,,,,,,,,,,,,,,2023-09-12 21:32:15.093687 +0000 UTC,01HA51G5WE84MK5Q59DZCYAGXH,mnli-gpt2-lora_2701-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,gpt2,requirements.txt,3.9,2701,3,mnli,,01HA51G5WCZJTX3RSPPHANFS04,,0.38,0.7757514009169638,0.5665686130523682,0.7749932559329361,0.7757514009169637,366.0414,9815,26.814,3.352,0.7894629780309195,0.5357378721237183,0.7884604457688752,0.7894629780309195,366.8039,9832,26.805,3.351,,01HA51G5WE84MK5Q59DZCYAGXH,mnli-gpt2-lora_2701-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,full_finetuning,google/t5-small-lm-adapt,requirements.txt,3.9,-1,1,mnli,,01HAAJQZWAN8C90JCMMJ8CGPNP,,,,,,,,,,,,,,,,,,,2023-09-14 22:08:38.667748 +0000 UTC,01HAAJQZWCP9AQ06Q1KN2JDV9F,mnli-google-t5-small-lm-adapt-full_finetuning-lr_1e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,full_finetuning,google/t5-small-lm-adapt,requirements.txt,3.9,-1,1,mnli,,01HAAJQZWAN8C90JCMMJ8CGPNP,,0.38,0.7579215486500255,0.6117119193077087,0.757680263291332,0.7579215486500254,123.5749,9815,79.426,9.929,0.7780716029292107,0.5720881223678589,0.777676250526202,0.7780716029292108,124.5317,9832,78.952,9.869,,01HAAJQZWCP9AQ06Q1KN2JDV9F,mnli-google-t5-small-lm-adapt-full_finetuning-lr_1e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,google/t5-small-lm-adapt,requirements.txt,3.9,1,1,mnli,,01HAAJR2TTVBC04MV1DSNTYZYD,,,,,,,,,,,,,,,,,,,2023-09-14 22:08:47.787237 +0000 UTC,01HAAJR2TWNP0D3W8KPHGH3G5M,mnli-google-t5-small-lm-adapt-lora_1-lr_1e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,google/t5-small-lm-adapt,requirements.txt,3.9,1,1,mnli,,01HAAJR2TTVBC04MV1DSNTYZYD,,0.38,0.6518593988792665,0.813874363899231,0.6500683718219726,0.6518593988792665,106.1374,9815,92.474,11.56,0.6755492270138324,0.7696486711502075,0.6736535015924067,0.6755492270138324,106.6645,9832,92.177,11.522,,01HAAJR2TWNP0D3W8KPHGH3G5M,mnli-google-t5-small-lm-adapt-lora_1-lr_1e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,google/t5-small-lm-adapt,requirements.txt,3.9,2,1,mnli,,01HAAJR5TAE4QA7DDEQ05BJDDB,,,,,,,,,,,,,,,,,,,2023-09-14 22:08:50.448893 +0000 UTC,01HAAJR5TCK91EYTCADXX55CR4,mnli-google-t5-small-lm-adapt-lora_2-lr_1e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,google/t5-small-lm-adapt,requirements.txt,3.9,2,1,mnli,,01HAAJR5TAE4QA7DDEQ05BJDDB,,0.38,0.6636780438104941,0.7979888319969177,0.6612301358750075,0.6636780438104941,107.137,9815,91.612,11.453,0.6856183889340928,0.7627686858177185,0.6830536236954231,0.6856183889340928,107.9161,9832,91.108,11.388,,01HAAJR5TCK91EYTCADXX55CR4,mnli-google-t5-small-lm-adapt-lora_2-lr_1e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,google/t5-small-lm-adapt,requirements.txt,3.9,4,1,mnli,,01HAAJR8QZB15TK7MWN8749XZM,,,,,,,,,,,,,,,,,,,2023-09-14 22:08:52.015882 +0000 UTC,01HAAJR8R0690PBDFG6ETH5GH0,mnli-google-t5-small-lm-adapt-lora_4-lr_5e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,google/t5-small-lm-adapt,requirements.txt,3.9,4,1,mnli,,01HAAJR8QZB15TK7MWN8749XZM,,0.38,0.7088130412633724,0.7076423764228821,0.7090938683543418,0.7088130412633724,107.4035,9815,91.384,11.424,0.7322009764035802,0.6679211854934692,0.7321567476234155,0.7322009764035802,107.8488,9832,91.165,11.396,,01HAAJR8R0690PBDFG6ETH5GH0,mnli-google-t5-small-lm-adapt-lora_4-lr_5e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,google/t5-small-lm-adapt,requirements.txt,3.9,8,1,mnli,,01HAAJRBRQDHG1SYQ3FXXC1BP8,,,,,,,,,,,,,,,,,,,2023-09-14 22:05:43.681597 +0000 UTC,01HAAJRBRTVET7XP1G986KE1V3,mnli-google-t5-small-lm-adapt-lora_8-lr_5e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,google/t5-small-lm-adapt,requirements.txt,3.9,8,1,mnli,,01HAAJRBRQDHG1SYQ3FXXC1BP8,,0.38,0.7210392256749872,0.6965569257736206,0.7212513890645473,0.7210392256749872,135.8359,9815,72.256,9.033,0.7360659072416599,0.6556557416915894,0.7359584491085714,0.7360659072416599,138.9903,9832,70.739,8.842,,01HAAJRBRTVET7XP1G986KE1V3,mnli-google-t5-small-lm-adapt-lora_8-lr_5e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,google/t5-small-lm-adapt,requirements.txt,3.9,16,1,mnli,,01HAAJREWWYR5NNZ8HT9694TQR,,,,,,,,,,,,,,,,,,,2023-09-14 22:06:12.963748 +0000 UTC,01HAAJREWZCRCDGPKEY76FS3WT,mnli-google-t5-small-lm-adapt-lora_16-lr_1e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,google/t5-small-lm-adapt,requirements.txt,3.9,16,1,mnli,,01HAAJREWWYR5NNZ8HT9694TQR,,0.38,0.6581762608252675,0.8161206841468811,0.65548112837463,0.6581762608252675,133.5451,9815,73.496,9.188,0.676159479251424,0.7814228534698486,0.6737249376127368,0.676159479251424,134.4811,9832,73.111,9.139,,01HAAJREWZCRCDGPKEY76FS3WT,mnli-google-t5-small-lm-adapt-lora_16-lr_1e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,google/t5-small-lm-adapt,requirements.txt,3.9,64,1,mnli,,01HAAJRMWDJR7NMRQ74RP50ZF5,,0.38,0.7276617422312787,0.674877405166626,0.7277559948226568,0.7276617422312786,135.0757,9815,72.663,9.084,0.7432872253864931,0.6351574063301086,0.7430523504793886,0.7432872253864931,135.2601,9832,72.69,9.086,,01HAAJRMWFX7S5VD068CTAX5WG,mnli-google-t5-small-lm-adapt-lora_64-lr_5e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,google/t5-small-lm-adapt,requirements.txt,3.9,32,1,mnli,,01HAAJRPRQ6DDECKQMEEAGPGZA,,0.38,0.7232806928171167,0.678934633731842,0.7232633283049897,0.7232806928171167,132.8341,9815,73.889,9.237,0.7410496338486574,0.6372544765472412,0.7406409132951719,0.7410496338486573,133.828,9832,73.467,9.183,,01HAAJRPRS7WDYRPY1541ZX1EG,mnli-google-t5-small-lm-adapt-lora_32-lr_5e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,google/t5-small-lm-adapt,requirements.txt,3.9,283,1,mnli,,01HAAJRTN7DB49B1DRS82068WT,,,,,,,,,,,,,,,,,,,2023-09-14 22:21:01.269325 +0000 UTC,01HAAJRTNAR2G1ARQ0B30SV4NJ,mnli-google-t5-small-lm-adapt-lora_283-lr_5e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,google/t5-small-lm-adapt,requirements.txt,3.9,283,1,mnli,,01HAAJRTN7DB49B1DRS82068WT,,0.38,0.7339786041772797,0.6458442211151123,0.7336710102353834,0.7339786041772797,137.5549,9815,71.353,8.92,0.7577298616761595,0.607351541519165,0.7572649336075079,0.7577298616761595,138.5187,9832,70.98,8.872,,01HAAJRTNAR2G1ARQ0B30SV4NJ,mnli-google-t5-small-lm-adapt-lora_283-lr_5e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,google/t5-small-lm-adapt,requirements.txt,3.9,1414,1,mnli,,01HAAJRWJ10CW7FVN76ENX40AF,,0.38,0.7273560876209882,0.6645265817642212,0.7273679096683289,0.7273560876209882,162.9403,9815,60.237,7.53,0.7389137510170871,0.6334857940673828,0.7385945297608586,0.7389137510170871,164.0163,9832,59.945,7.493,,01HAAJRWJ4WCCD9MY2MHG3ZFZE,mnli-google-t5-small-lm-adapt-lora_1414-lr_5e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,google/t5-small-lm-adapt,requirements.txt,3.9,849,1,mnli,,01HAAJS0JF1V2ZNX1RZHEE2QE7,,0.38,0.6698930208863983,0.7727190852165222,0.6669667947718917,0.6698930208863983,150.2083,9815,65.343,8.169,0.6906021155410903,0.7374957799911499,0.6878411526499232,0.6906021155410903,151.2703,9832,64.996,8.125,,01HAAJS0JJE076WQW7RZFTFRSZ,mnli-google-t5-small-lm-adapt-lora_849-lr_1e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,google/t5-small-lm-adapt,requirements.txt,3.9,566,1,mnli,,01HAAJS2GH7CXN5R3Y76HTJH55,,0.38,0.7285787060621498,0.655308187007904,0.7280688674478181,0.7285787060621498,147.3503,9815,66.61,8.327,0.7459316517493898,0.6179642081260681,0.7454204524122606,0.7459316517493897,148.1736,9832,66.355,8.294,,01HAAJS2GKC2AN7588RTDDYK58,mnli-google-t5-small-lm-adapt-lora_566-lr_5e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,google/t5-small-lm-adapt,requirements.txt,3.9,1132,1,mnli,,01HAAJS3GAJ2WS6RKPQS6FHN9X,,,,,,,,,,,,,,,,,,,2023-09-14 22:21:30.401725 +0000 UTC,01HAAJS3GCJ5PYTNW26D06Y57Z,mnli-google-t5-small-lm-adapt-lora_1132-lr_5e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,google/t5-small-lm-adapt,requirements.txt,3.9,1132,1,mnli,,01HAAJS3GAJ2WS6RKPQS6FHN9X,,0.38,0.7199184921039226,0.6730722188949585,0.7199575372964535,0.7199184921039226,169.359,9815,57.954,7.245,0.7441008950366151,0.6284273266792297,0.7437488200218464,0.7441008950366151,172.7765,9832,56.906,7.113,,01HAAJS3GCJ5PYTNW26D06Y57Z,mnli-google-t5-small-lm-adapt-lora_1132-lr_5e-4-seed_1
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,full_finetuning,google/t5-small-lm-adapt,requirements.txt,3.9,-1,2,mnli,,01HAAJS6EFPY7SNPTWFD4TCHH1,,0.38,0.7579215486500255,0.6117119193077087,0.757680263291332,0.7579215486500254,126.0591,9815,77.86,9.734,0.7780716029292107,0.5720881223678589,0.777676250526202,0.7780716029292108,124.934,9832,78.698,9.837,,01HAAJS6EH1CXP0VFEVA6V5YC7,mnli-google-t5-small-lm-adapt-full_finetuning-lr_1e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,google/t5-small-lm-adapt,requirements.txt,3.9,1,2,mnli,,01HAAJS9DP4NTYNRDT9SW98899,,0.38,0.649108507386653,0.8177164196968079,0.6485880241940215,0.649108507386653,131.4382,9815,74.674,9.335,0.6703620829943043,0.7791573405265808,0.6699404136696558,0.6703620829943043,132.4505,9832,74.231,9.279,,01HAAJS9DR2AZHVYC56PG8ZA1N,mnli-google-t5-small-lm-adapt-lora_1-lr_1e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,google/t5-small-lm-adapt,requirements.txt,3.9,2,2,mnli,,01HAAJSCYRGKBB54DMFD4AKHBD,,0.38,0.6616403464085583,0.807093620300293,0.6609783752787056,0.6616403464085583,206.1712,9815,47.606,5.951,0.6793124491456468,0.7732936143875122,0.6784542756216051,0.6793124491456468,209.1981,9832,46.999,5.875,,01HAAJSCYTWKC88HD7XV12ZK51,mnli-google-t5-small-lm-adapt-lora_2-lr_1e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,google/t5-small-lm-adapt,requirements.txt,3.9,4,2,mnli,,01HAAJSFJ15G03X21A44NJSH10,,0.38,0.7154355578196637,0.6969103217124939,0.7153808311621092,0.7154355578196637,137.1387,9815,71.57,8.947,0.7244711147274207,0.6695952415466309,0.7239518726715701,0.7244711147274205,137.7845,9832,71.358,8.92,,01HAAJSFJ3J378ABNVHDJJQWT7,mnli-google-t5-small-lm-adapt-lora_4-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,google/t5-small-lm-adapt,requirements.txt,3.9,8,2,mnli,,01HAAJSJF7A9THT23W29P4VDTC,,,,,,,,,,,,,,,,,,,2023-09-14 22:35:23.558831 +0000 UTC,01HAAJSJF996J7CAN3AXKVMSDD,mnli-google-t5-small-lm-adapt-lora_8-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,google/t5-small-lm-adapt,requirements.txt,3.9,8,2,mnli,,01HAAJSJF7A9THT23W29P4VDTC,,0.38,0.7178807947019867,0.6966698169708252,0.7179975632304324,0.7178807947019866,153.246,9815,64.047,8.007,0.7350488201790073,0.6580110192298889,0.7349767739714496,0.7350488201790073,132.8795,9832,73.992,9.249,,01HAAJSJF996J7CAN3AXKVMSDD,mnli-google-t5-small-lm-adapt-lora_8-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,google/t5-small-lm-adapt,requirements.txt,3.9,16,2,mnli,,01HAAJSNE1WG3SGBWHCQ1NXKSJ,,0.38,0.6581762608252675,0.8161206841468811,0.65548112837463,0.6581762608252675,133.6166,9815,73.456,9.183,0.676159479251424,0.7814228534698486,0.6737249376127368,0.676159479251424,134.735,9832,72.973,9.122,,01HAAJSNE3100V78N5SS1CY1QZ,mnli-google-t5-small-lm-adapt-lora_16-lr_1e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,google/t5-small-lm-adapt,requirements.txt,3.9,32,2,mnli,,01HAAJSR7WHGZ6VB5FWA2WRBPR,,0.38,0.7232806928171167,0.678934633731842,0.7232633283049897,0.7232806928171167,133.9663,9815,73.265,9.159,0.7410496338486574,0.6372544765472412,0.7406409132951719,0.7410496338486573,135.0722,9832,72.791,9.099,,01HAAJSR7YJ0C5D74Z6E78Y3JV,mnli-google-t5-small-lm-adapt-lora_32-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,google/t5-small-lm-adapt,requirements.txt,3.9,64,2,mnli,,01HAAJSVB05MTR2V648W7GX1MY,,,,,,,,,,,,,,,,,,,2023-09-14 22:35:52.751857 +0000 UTC,01HAAJSVB38986WR68G6AHF6AP,mnli-google-t5-small-lm-adapt-lora_64-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,google/t5-small-lm-adapt,requirements.txt,3.9,64,2,mnli,,01HAAJSVB05MTR2V648W7GX1MY,,0.38,0.72603158430973,0.6734017729759216,0.7260274427384671,0.72603158430973,108.5215,9815,90.443,11.307,0.7430838079739626,0.6342569589614868,0.7428627801864431,0.7430838079739626,108.5926,9832,90.54,11.318,,01HAAJSVB38986WR68G6AHF6AP,mnli-google-t5-small-lm-adapt-lora_64-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,google/t5-small-lm-adapt,requirements.txt,3.9,1414,2,mnli,,01HAAJSY9BEKG72XVKEXEKED5J,,,,,,,,,,,,,,,,,,,2023-09-15 00:17:15.701608 +0000 UTC,01HAAJSY9DXSAPY95KEWZ72K78,mnli-google-t5-small-lm-adapt-lora_1414-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,google/t5-small-lm-adapt,requirements.txt,3.9,1414,2,mnli,,01HAAJSY9BEKG72XVKEXEKED5J,,0.38,0.7273560876209882,0.6645265817642212,0.7273679096683289,0.7273560876209882,166.5388,9815,58.935,7.368,0.7389137510170871,0.6334857940673828,0.7385945297608586,0.7389137510170871,167.0314,9832,58.863,7.358,,01HAAJSY9DXSAPY95KEWZ72K78,mnli-google-t5-small-lm-adapt-lora_1414-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,google/t5-small-lm-adapt,requirements.txt,3.9,566,2,mnli,,01HAAJT42ZR3P6WANXYN8HHNT3,,0.38,0.7285787060621498,0.655308187007904,0.7280688674478181,0.7285787060621498,149.4731,9815,65.664,8.209,0.7459316517493898,0.6179642081260681,0.7454204524122606,0.7459316517493897,148.6565,9832,66.139,8.267,,01HAAJT4312YW2NWTQVFMAX337,mnli-google-t5-small-lm-adapt-lora_566-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,google/t5-small-lm-adapt,requirements.txt,3.9,283,2,mnli,,01HAAJT61GKZPNFS706TC61KTN,,0.38,0.7339786041772797,0.6458442211151123,0.7336710102353834,0.7339786041772797,140.6727,9815,69.772,8.722,0.7577298616761595,0.607351541519165,0.7572649336075079,0.7577298616761595,142.2,9832,69.142,8.643,,01HAAJT61JNGMY81Y6MQZZPHV7,mnli-google-t5-small-lm-adapt-lora_283-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,google/t5-small-lm-adapt,requirements.txt,3.9,849,2,mnli,,01HAAJT71VA5D6GM6QMXQ6VQ8K,,0.38,0.6708099847172695,0.7808917164802551,0.6699817578028329,0.6708099847172695,125.4828,9815,78.218,9.778,0.6865337672904801,0.7529464364051819,0.6851303107091068,0.6865337672904801,127.6658,9832,77.014,9.627,,01HAAJT71XBDQ5ET51H394KD35,mnli-google-t5-small-lm-adapt-lora_849-lr_1e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,google/t5-small-lm-adapt,requirements.txt,3.9,1132,2,mnli,,01HAAJT9ZYT3HD14NEMCRT6C7R,,0.38,0.7230769230769231,0.6633932590484619,0.7228975136961039,0.723076923076923,155.6486,9815,63.059,7.883,0.7442026037428804,0.6230464577674866,0.7436235263175138,0.7442026037428804,156.7828,9832,62.711,7.839,,01HAAJTA00ZWA3643F4Z55V1ZP,mnli-google-t5-small-lm-adapt-lora_1132-lr_5e-4-seed_2
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,full_finetuning,google/t5-small-lm-adapt,requirements.txt,3.9,-1,3,mnli,,01HAAJTCZF3TYDBQCY7PEGDN23,,0.38,0.7579215486500255,0.6117119193077087,0.757680263291332,0.7579215486500254,121.8477,9815,80.551,10.07,0.7780716029292107,0.5720881223678589,0.777676250526202,0.7780716029292108,124.2782,9832,79.113,9.889,,01HAAJTCZHG2F18SPBGKT25KCQ,mnli-google-t5-small-lm-adapt-full_finetuning-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,google/t5-small-lm-adapt,requirements.txt,3.9,1,3,mnli,,01HAAJTFXPR0WCYMV9NWZT9RBT,,0.38,0.649108507386653,0.8177164196968079,0.6485880241940215,0.649108507386653,132.1885,9815,74.25,9.282,0.6703620829943043,0.7791573405265808,0.6699404136696558,0.6703620829943043,133.3842,9832,73.712,9.214,,01HAAJTFXSH1JRH3S5CQ0QAE4F,mnli-google-t5-small-lm-adapt-lora_1-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,google/t5-small-lm-adapt,requirements.txt,3.9,2,3,mnli,,01HAAJTJY3KMQXH1P0W8BP177E,,,,,,,,,,,,,,,,,,,2023-09-14 22:36:21.891339 +0000 UTC,01HAAJTJY64FGYY3Z7GHVKWG5V,mnli-google-t5-small-lm-adapt-lora_2-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,google/t5-small-lm-adapt,requirements.txt,3.9,2,3,mnli,,01HAAJTJY3KMQXH1P0W8BP177E,,0.38,0.6511462047885889,0.8208380341529846,0.649504480640496,0.6511462047885889,132.994,9815,73.8,9.226,0.6718877135882831,0.7837101221084595,0.6702069399193844,0.6718877135882831,133.6549,9832,73.563,9.195,,01HAAJTJY64FGYY3Z7GHVKWG5V,mnli-google-t5-small-lm-adapt-lora_2-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,google/t5-small-lm-adapt,requirements.txt,3.9,4,3,mnli,,01HAAJTNXDRZSQ764M1M3KZ9WS,,0.38,0.7154355578196637,0.6969103217124939,0.7153808311621092,0.7154355578196637,132.2758,9815,74.201,9.276,0.7244711147274207,0.6695952415466309,0.7239518726715701,0.7244711147274205,133.2464,9832,73.788,9.224,,01HAAJTNXF4J685DB4HS4BRYBH,mnli-google-t5-small-lm-adapt-lora_4-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,google/t5-small-lm-adapt,requirements.txt,3.9,8,3,mnli,,01HAAJTS2NYA0S00D7X8BD8CG5,,0.38,0.7210392256749872,0.6965569257736206,0.7212513890645473,0.7210392256749872,137.5054,9815,71.379,8.923,0.7360659072416599,0.6556557416915894,0.7359584491085714,0.7360659072416599,138.4788,9832,71,8.875,,01HAAJTS2QJX12WPVBWG3RJA1Y,mnli-google-t5-small-lm-adapt-lora_8-lr_5e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,1e-4,LoRA,google/t5-small-lm-adapt,requirements.txt,3.9,16,3,mnli,,01HAAJTVSB8DST22P3EDEQ2DT4,,0.38,0.6581762608252675,0.8161206841468811,0.65548112837463,0.6581762608252675,134.0921,9815,73.196,9.15,0.676159479251424,0.7814228534698486,0.6737249376127368,0.676159479251424,134.688,9832,72.998,9.125,,01HAAJTVSDRZ2R7CY9D00WBKHG,mnli-google-t5-small-lm-adapt-lora_16-lr_1e-4-seed_3
0.17.0,jacob-morrison/lora-investigation,f541f8197f98898a7eab8d3ff1969cf7128110fa,5e-4,LoRA,google/t5-small-lm-adapt,requirements.txt,3.9,32,3,mnli,,01HAAJTYSJ5VYBNDJ0TG469FCQ,,,,,,,,,,,,,,,,,,,2023-09-14 22:20:03.658562 +0000 UTC,01HAAJTYSMVECTG7E24MQEH3F1,mnli-google-t5-small-lm-adapt-lora_32-lr_5e-4-seed_3
